Intent	Eutterances	Jutterances
smalltalk_emotions_ha_ha	hahaha funny	あはは 、 面白い
smalltalk_emotions_ha_ha	hahaha very funny	ハハハ 、 とても 面白い です ね 。
smalltalk_emotions_ha_ha	he	彼
smalltalk_emotions_ha_ha	hehe	了解 し まし た 。
smalltalk_emotions_ha_ha	hehehe	ふふふ
smalltalk_emotions_ha_ha	lmao	（ 笑 ）
smalltalk_emotions_wow	wow	わあ
smalltalk_emotions_wow	wow wow	わぁ 、 わぁ
smalltalk_emotions_wow	wow wow wow	わ お 、 わ お 、 わ お
smalltalk_emotions_wow	wooow	了解 し まし た 。
smalltalk_emotions_wow	woah	おっと
smalltalk_greetings_bye	okay see you later	はい 、 で は また 後 で 。
smalltalk_greetings_bye	hope to see you later	後ほど お 会い できる こと を 楽しみ に し て おり ます 。
smalltalk_greetings_bye	bye for now	それ で は 、 また 。
smalltalk_greetings_bye	till next time	また お 会い する 時 まで
smalltalk_greetings_bye	I must go	行か なけれ ば なり ませ ん 。
smalltalk_greetings_bye	bye	さようなら
smalltalk_greetings_bye	goodbye	さようなら
smalltalk_greetings_bye	see you	また お 会い し ましょう 。
smalltalk_greetings_bye	see you soon	また お 会い し ましょう 。
smalltalk_greetings_bye	bye-bye	さようなら
smalltalk_greetings_bye	good bye	さようなら
smalltalk_greetings_bye	bye bye see you	さようなら 、 お 会い できる の を 楽しみ に し て い ます 。
smalltalk_greetings_bye	bye bye see you soon	さようなら 、 また すぐ に お 会い し ましょう 。
smalltalk_greetings_bye	bye bye take care	さようなら 、 お 元気 で 。
smalltalk_greetings_bye	I said bye	さようなら と 申し上げ まし た 。
smalltalk_greetings_bye	never mind bye	気 に し ない で ください 、 さようなら 。
smalltalk_greetings_bye	now bye	さようなら
smalltalk_greetings_bye	that's all goodbye	それ で は 、 失礼 いたし ます 。
smalltalk_greetings_bye	that's all goodbye	さようなら 。
smalltalk_greetings_bye	that's it goodbye	以上 です 、 それ で は 失礼 いたし ます 。
smalltalk_greetings_bye	leave me alone	私 を 一人 に し て ください 。
smalltalk_user_going_to_bed	go to bed	寝 て ください 。
smalltalk_greetings_bye	goodbye for now	しばらく の 間 、 さようなら 。
smalltalk_greetings_bye	talk to you later	また 後 で お 話し し ましょう 。
smalltalk_greetings_bye	you can go now	お 帰り いただい て 結構 です 。
smalltalk_greetings_bye	get lost	迷子 に なる
smalltalk_greetings_bye	goodbye see you later	さようなら 、 また 後 で お 会い し ましょう 。
smalltalk_greetings_bye	alright bye	かしこまり まし た 。
smalltalk_greetings_bye	alright bye	それ で は 、 失礼 いたし ます 。
smalltalk_greetings_bye	see ya	で は 、 また 。
smalltalk_greetings_bye	thanks bye bye	ありがとう ござい ます 。
smalltalk_greetings_bye	thanks bye bye	さようなら 。
smalltalk_greetings_bye	okay bye	はい 、 さようなら 。
smalltalk_greetings_bye	okay thank you bye	わかり まし た 、 ありがとう ござい ます 。
smalltalk_greetings_bye	okay thank you bye	さようなら 。
smalltalk_greetings_bye	see you tomorrow	また 明日 お 会い し ましょう 。
smalltalk_greetings_bye	ok bye	さようなら 。
smalltalk_greetings_goodevening	good evening	こんばんは
smalltalk_greetings_goodevening	good evening to you	こんばんは 。
smalltalk_greetings_goodevening	hey good evening	こんばんは 。
smalltalk_greetings_goodevening	hello good evening	こんにちは 、 こんばんは 。
smalltalk_greetings_goodevening	evening	こんばんは
smalltalk_greetings_goodevening	good evening there	こんばんは 。
smalltalk_greetings_goodmorning	good morning	おはようございます 。
smalltalk_greetings_goodmorning	good morning to you	おはようございます 。
smalltalk_greetings_goodmorning	hello good morning	おはようございます 。
smalltalk_greetings_goodmorning	have a nice morning	良い 朝 を お 過ごし ください
smalltalk_greetings_goodmorning	have a great morning	素晴らしい 朝 を お 過ごし ください 。
smalltalk_greetings_goodmorning	morning	おはようございます 。
smalltalk_greetings_goodmorning	good morning there	おはようございます 。
smalltalk_greetings_goodmorning	top of the morning to you	おはようございます 。
smalltalk_greetings_goodmorning	a good morning	おはようございます 。
smalltalk_greetings_goodmorning	hi good morning	おはようございます 。
smalltalk_greetings_goodmorning	and a good morning to you	おはようございます 。
smalltalk_greetings_goodmorning	good morning too	おはようございます 。
smalltalk_greetings_goodnight	sweet dreams	おやすみなさい 。
smalltalk_greetings_goodnight	sweet dreams	良い 夢 を 。
smalltalk_greetings_goodnight	good night	おやすみなさい
smalltalk_greetings_goodnight	have a good night	おやすみなさい 。
smalltalk_greetings_goodnight	good night to you	おやすみなさい 。
smalltalk_greetings_goodnight	thank you good night	ありがとう ござい まし た 。
smalltalk_greetings_goodnight	thank you good night	おやすみなさい 。
smalltalk_greetings_goodnight	bye good night	さようなら 、 おやすみなさい 。
smalltalk_greetings_goodnight	good night bye	おやすみなさい 、 さようなら 。
smalltalk_greetings_goodnight	good good night	おやすみなさい 。
smalltalk_greetings_goodnight	good night for now	それ で は おやすみなさい 。
smalltalk_greetings_goodnight	goodnight	おやすみなさい
smalltalk_greetings_goodnight	night	夜
smalltalk_greetings_goodnight	thanks goodnight	ありがとう ござい ます 、 おやすみなさい 。
smalltalk_greetings_goodnight	good night see you tomorrow	おやすみなさい 。
smalltalk_greetings_goodnight	good night see you tomorrow	また 明日 お 会い し ましょう 。
smalltalk_greetings_goodnight	alright goodnight	かしこまり まし た 。
smalltalk_greetings_goodnight	alright goodnight	おやすみなさい 。
smalltalk_greetings_goodnight	good tonight	今晩 は 良い 夜 を お 過ごし ください
smalltalk_greetings_goodnight	okay have a good night	はい 、 おやすみなさい 。
smalltalk_greetings_hello	long time no see	お 久しぶり です 。
smalltalk_greetings_hello	hello	こんにちは
smalltalk_greetings_hello	hi	こんにちは
smalltalk_greetings_hello	howdy	こんにちは
smalltalk_greetings_hello	hey there	こんにちは 。
smalltalk_greetings_hello	hey	こんにちは 。
smalltalk_greetings_hello	greetings	ご 挨拶
smalltalk_greetings_hello	I greet you	ご 挨拶 申し上げ ます 。
smalltalk_greetings_hello	hi there	こんにちは
smalltalk_greetings_hello	hello there	こんにちは 。
smalltalk_greetings_hello	lovely day isn't it	素晴らしい 日 です ね 。
smalltalk_greetings_hello	hello again	こんにちは 、 また お 会い でき て 嬉しい です 。
smalltalk_greetings_hello	just going to say hi	こんにちは と 言い たかっ た だけ です 。
smalltalk_greetings_hello	a good day	良い 一 日
smalltalk_greetings_hello	afternoon	午後
smalltalk_greetings_hello	hello hi	こんにちは 。
smalltalk_greetings_hello	heya	こんにちは
smalltalk_greetings_how_are_you	how is your morning so far	今朝 の 調子 は いかが です か ？
smalltalk_greetings_how_are_you	how are you getting on	ご機嫌 いかが でしょう か 。
smalltalk_greetings_how_are_you	how's your day going	お 元気 で お 過ごし でしょう か 。
smalltalk_greetings_how_are_you	how are you	ご機嫌 いかが です か ？
smalltalk_greetings_how_are_you	is everything all right	すべて 順調 でしょう か 。
smalltalk_greetings_how_are_you	how are you doing	ご機嫌 いかが です か 。
smalltalk_greetings_how_are_you	how are the things going	物事 は 順調 に 進ん で い ます か ？
smalltalk_greetings_how_are_you	are you alright	大丈夫 です か ？
smalltalk_greetings_how_are_you	are you okay	大丈夫 です か ？
smalltalk_greetings_how_are_you	how are you feeling	ご 気分 は いかが です か 。
smalltalk_greetings_how_are_you	how are you going	ご機嫌 いかが です か
smalltalk_greetings_how_are_you	is everything okay	すべて 大丈夫 です か 。
smalltalk_greetings_how_are_you	how are you today	本日 は いかが でしょう か 。
smalltalk_greetings_how_are_you	how do you do	ご機嫌 いかが です か 。
smalltalk_greetings_how_are_you	how do you feel	いかが です か 。
smalltalk_greetings_how_are_you	how have you been	お 元気 で いらっしゃい まし た か 。
smalltalk_greetings_how_are_you	how is it	いかが です か
smalltalk_greetings_how_are_you	how is it going	調子 は いかが です か 。
smalltalk_greetings_how_are_you	how is your day	お 元気 です か 。
smalltalk_greetings_how_are_you	how is your day going	今日 は どの よう に お 過ごし です か 。
smalltalk_greetings_how_are_you	how is your evening	今晩 いかが です か ？
smalltalk_greetings_how_are_you	how was your day	あなた の 一日 は どう でし た か ？
smalltalk_greetings_how_are_you	are you having a good day	今日 は 良い 一日 を 過ごさ れ て い ます か ？
smalltalk_greetings_how_are_you	hope your day is going well	お 元気 で お 過ごし の こと と 思い ます 。
smalltalk_greetings_how_are_you	hope you re having a pleasant evening	良い 夜 を お 過ごし でしょう か 。
smalltalk_greetings_how_are_you	how's life	生活 は いかが です か 。
smalltalk_greetings_how_are_you	I'm fine and you	私 は 元気 です 。
smalltalk_greetings_how_are_you	I'm fine and you	あなた は どう です か 。
smalltalk_greetings_how_are_you	how is your life	お 元気 で いらっしゃい ます か 。
smalltalk_greetings_how_are_you	how has your day been	今日 は いかが でし た か ？
smalltalk_greetings_how_are_you	how is your morning going	今朝 の 調子 は いかが です か 。
smalltalk_greetings_how_are_you	how has your day been going	今日 は いかが お 過ごし です か 。
smalltalk_greetings_how_are_you	how about you	あなた は いかが です か ？
smalltalk_greetings_how_are_you	how is your day being	お 元気 で お 過ごし でしょう か 。
smalltalk_greetings_how_are_you	how is your day going on	お 元気 で いらっしゃい ます か 。
smalltalk_greetings_how_are_you	how your day is going	今日 は どの よう に 過ごさ れ まし た か 。
smalltalk_greetings_how_are_you	what was your day like	あなた の 一日 は どのような もの でし た か
smalltalk_greetings_how_are_you	what about your day	あなた の 一日 は どう でし た か ？
smalltalk_greetings_how_are_you	how's your day	お 元気 です か ？
smalltalk_greetings_how_are_you	how are you doing this morning	今朝 の 具合 は いかが です か 。
smalltalk_greetings_nice_to_meet_you	nice to meet you	はじめ まし て 。
smalltalk_greetings_nice_to_meet_you	it was nice meeting you	お 会い でき て 良かっ た です 。
smalltalk_greetings_nice_to_meet_you	it was very nice to meet you	お 会い でき て とても 嬉しかっ た です 。
smalltalk_greetings_nice_to_meet_you	good to know each other	お 互い を 知る こと が でき て 良かっ た です 。
smalltalk_greetings_nice_to_meet_you	glad to meet you	お 会い でき て 嬉しい です 。
smalltalk_greetings_nice_to_meet_you	nice meeting you	お 会い でき て 光栄 です 。
smalltalk_greetings_nice_to_meet_you	nice to meet you too	こちら こそ 、 はじめ まし て 。
smalltalk_greetings_nice_to_meet_you	pleased to meet you	お 会い でき て 光栄 です 。
smalltalk_greetings_nice_to_meet_you	pleasure to meet you	お 会い でき て 光栄 です 。
smalltalk_greetings_nice_to_meet_you	pleasure to meet you too	お 会い でき て 光栄 です 。
smalltalk_greetings_nice_to_see_you	it's nice to see you	お 会い でき て うれしい です 。
smalltalk_greetings_nice_to_see_you	lovely to see you	お 会い でき て うれしい です 。
smalltalk_greetings_nice_to_see_you	I'm glad to see you	お 会い でき て 嬉しい です 。
smalltalk_greetings_nice_to_see_you	great to see you	お 会い でき て うれしい です 。
smalltalk_greetings_nice_to_see_you	it's good to see you	お 会い でき て 嬉しい です 。
smalltalk_greetings_nice_to_see_you	glad to see you	お 会い でき て 嬉しい です 。
smalltalk_greetings_nice_to_see_you	how good it is to see you	お 会い でき て とても 嬉しい です 。
smalltalk_greetings_nice_to_see_you	always a pleasure to see you	お 会い でき て 光栄 です 。
